OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,Age,ProportionPrincipalUseType,ProportionSecondaryUseType,ProportionThirdUseType,RiseType,AgeType,energies_sum,energy_ratio,SteamUseProportion,ElectricityProportion,NaturalGasProportion
19481,NonResidential,Distribution Center,Shultz Distribution,6801 EAST MARGINAL WAY S,Seattle,WA,98108.0,0001800159,2,GREATER DUWAMISH,47.54113,-122.32633,1965,1,1,27800,0,27800,Distribution Center,Distribution Center,27800.0,,,,,,13.0,44.0,48.09999847,112.4000015,120.0,1224186.25,1337789.75,0.0,880605.0,343581.0,Compliant,,24.39,0.88,58,1.0,,,Low,Old,1224186.0,0.9999997957827087,0.0,0.72,0.28
19489,NonResidential,Warehouse,Seadrunar Recycling,28 S Brandon St,Seattle,WA,98134.0,0005000001,2,GREATER DUWAMISH,47.55436,-122.33631,2001,1,1,46340,0,46340,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46340.0,,,,,,3.0,55.29999924,55.29999924,173.6999969,173.6999969,2564004.0,2564004.0,0.0,2564004.0,0.0,Compliant,,17.87,0.39,22,1.0,,,Low,Modern,2564004.0,1.0,0.0,1.0,0.0
19491,Campus,Other,Pacific Multiforms Inc- Campus,6606 Urusla Pl. South,Seattle,WA,98155.0,0005200056,2,GREATER DUWAMISH,47.54134,-122.30529,1994,3,1,22800,0,22800,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,22800.0,,,,,,,97.5,116.6999969,135.1999969,155.3000031,2222097.5,2660376.75,0.0,358020.0,1864077.0,Compliant,,101.5,4.45,29,1.0,,,Low,Modern,2222097.0,0.9999997749873711,0.0,0.16,0.84
19501,NonResidential,Small- and Mid-Sized Office,RLIBuilding,105 14TH AVENUE,Seattle,WA,98122.0,0007600192,3,CENTRAL,47.60191,-122.31438,1910,1,3,38460,0,38460,Office,Office,38460.0,,,,,,69.0,50.70000076,53.70000076,132.8000031,136.0,1950713.25,2064345.875,0.0,1464669.0,486044.0,Compliant,,36.02,0.94,113,1.0,,,Low,Very_old,1950713.0,0.9999998718417481,0.0,0.75,0.25
19520,NonResidential,Worship Facility,Woodland Park Methodist Church,302 N. 78TH ST,Seattle,WA,98103.0,0091000085,6,NORTHWEST,47.68576,-122.35481,1922,1,2,21022,0,21022,Worship Facility,Worship Facility,21022.0,,,,,,54.0,45.0,51.29999924,60.90000153,67.59999847,945245.625,1078904.0,0.0,137902.0,807343.0,Compliant,,43.84,2.09,101,1.0,,,Low,Very_old,945245.0,0.9999993387961992,0.0,0.15,0.85
19559,NonResidential,Distribution Center,Noble Building,9860 40th Ave S,Seattle,WA,98118.0,0323049025,2,GREATER DUWAMISH,47.51127,-122.281,1967,1,1,48001,0,48001,Distribution Center,Distribution Center,48001.0,,,,,,49.0,44.70000076,52.0,72.69999695,80.40000153,2143650.75,2495909.5,0.0,593580.0,1550071.0,Compliant,,86.46,1.8,56,1.0,,,Low,Old,2143651.0,1.000000116623475,0.0,0.28,0.72
19565,NonResidential,Warehouse,(ID19565) Nelson Trucking,9747 M L KING JR WAY S,Seattle,WA,98118.0,0323049146,2,GREATER DUWAMISH,47.51399,-122.27946,1979,1,1,26380,0,26380,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23620.0,Office,2760.0,,,,,19.29999924,20.0,60.5,62.70000076,509124.0,526955.3125,0.0,508416.0,708.0,Compliant,,3.58,0.14,44,0.8953752843062927,0.10462471569370735,,Low,Modern,509124.0,1.0,0.0,1.0,0.0
19570,NonResidential,Warehouse,pape' Material Handling Seattle,9892 40th Ave S,Seattle,WA,98118.0,0323049202,2,GREATER DUWAMISH,47.51018,-122.28192,1969,1,1,37351,0,37351,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29551.0,Office,9569.0,,,,10.0,65.40000153,72.40000153,136.8999939,144.1999969,2559461.75,2832228.5,0.0,1276462.0,1283000.0,Compliant,,77.04,2.06,54,0.7911702497925089,0.25619126663275416,,Low,Old,2559462.0,1.0000000976767869,0.0,0.5,0.5
19572,NonResidential,Warehouse,WALL & CEILING SUPPLY CO INC,9830 - 40TH AVE S,Seattle,WA,98118.0,0323049219,2,GREATER DUWAMISH,47.51127,-122.281,1981,1,1,30375,0,30375,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30375.0,,,,,,73.0,11.39999962,11.39999962,35.79999924,35.79999924,345866.6875,345866.6875,0.0,345867.0,0.0,Compliant,,2.41,0.08,42,1.0,,,Low,Modern,345867.0,1.0000009035273165,0.0,1.0,0.0
19576,NonResidential,Warehouse,Engineered Products,9883 40th Avenue S,Seattle,WA,98118.0,0323049241,2,GREATER DUWAMISH,47.51104,-122.28245,1979,1,1,30004,0,30004,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24280.0,Office,4950.0,,,,,12.60000038,12.60000038,39.70000076,39.70000076,369291.5,369291.5,0.0,369291.0,0.0,Compliant,,2.57,0.09,44,0.8092254366084523,0.16497800293294226,,Low,Modern,369291.0,0.999998646056029,0.0,1.0,0.0
19584,NonResidential,Other,Sand Point Country Club,8333 55th ave ne,Seattle,WA,98115.0,0325049004,4,NORTHEAST,47.68541,-122.27097,1928,1,3,39971,0,39971,"Office, Other, Retail Store, Swimming Pool",Other,36185.0,Retail Store,3142.0,Office,644.0,,,274.2000122,283.1000061,476.1000061,484.2000122,10960107.0,11316338.0,0.0,3598398.0,7361709.0,Compliant,,416.07,10.41,95,0.9052813289634986,0.07860699006779916,0.01611168096870231,Low,Very_old,10960107.0,1.0,0.0,0.33,0.67
19596,NonResidential,Worship Facility,BALLARD CHURCH (ID19596),1460 NW 73RD ST,Seattle,WA,98117.0,0461002400,6,BALLARD,47.68164,-122.3753,1914,1,2,33589,0,33589,Worship Facility,Worship Facility,33589.0,,,,,,90.0,15.19999981,18.10000038,22.89999962,25.89999962,509836.1875,606874.5,0.0,111626.0,398210.0,Compliant,,21.93,0.65,109,1.0,,,Low,Very_old,509836.0,0.9999996322348146,0.0,0.22,0.78
19613,NonResidential,Small- and Mid-Sized Office,SBC19613,5303 Shilshole Ave NW,Seattle,WA,98107.0,0467000420,6,BALLARD,47.66587,-122.38476,1979,1,3,43500,0,43500,Office,Office,43495.0,,,,,,46.0,74.0,74.0,232.3000031,232.3000031,3220635.25,3220635.25,0.0,3216396.0,4239.0,Compliant,,22.65,0.52,44,0.9998850574712643,,,Low,Modern,3220635.0,0.9999999223755623,0.0,1.0,0.0
19621,NonResidential,Small- and Mid-Sized Office,(ID19621) BALLARD ELKS,6411 SEAVIEW AVE NW,Seattle,WA,98107.0,0467000911,6,BALLARD,47.67528,-122.40836,1978,1,2,28492,0,28492,Office,Office,28492.0,,,,,,12.0,66.59999847,70.19999695,169.8999939,173.8000031,1896298.875,2000228.875,0.0,1363957.0,532342.0,Compliant,,37.78,1.33,45,1.0,,,Low,Modern,1896299.0,1.0000000659178792,0.0,0.72,0.28
19623,NonResidential,Small- and Mid-Sized Office,Shilshole Landing,6315 Seaview Ave NW,Seattle,WA,98107.0,0467000920,6,BALLARD,47.6744,-122.40735,1963,1,3,22325,0,22325,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Office,18000.0,Medical Office,1800.0,Other,1000.0,,,62.79999924,62.79999924,197.1000061,197.1000061,1401315.875,1401315.875,0.0,1401316.0,0.0,Compliant,,9.77,0.44,60,0.8062709966405375,0.08062709966405375,0.04479283314669653,Low,Old,1401316.0,1.0000000892018726,0.0,1.0,0.0
19624,NonResidential,Restaurant,Anthony's Homeport,6135 Seaview Ave NW,Seattle,WA,98107.0,0467000925,6,BALLARD,47.67398,-122.40765,1977,1,3,22719,0,22719,"Parking, Restaurant",Restaurant,22719.0,Parking,0.0,,,,,59.79999924,59.79999924,187.8000031,187.8000031,1358519.0,1358519.0,0.0,1358519.0,0.0,Compliant,,9.47,0.42,46,1.0,0.0,,Low,Modern,1358519.0,1.0,0.0,1.0,0.0
19654,NonResidential,Laboratory,1100 Olive Lab,1100 Olive Way,Seattle,WA,98101.0,0660002030,7,DOWNTOWN,47.61597,-122.33086,1946,1,2,44588,22000,22588,Laboratory,Laboratory,69000.0,,,,,,,105.0999985,105.0999985,330.0,330.0,7251589.0,7251589.0,0.0,7251588.0,0.0,Compliant,,50.55,1.13,77,1.547501569929129,,,Low,Old,7251588.0,0.9999998620991896,0.0,1.0,0.0
19696,NonResidential,Retail Store,Lane St. Goodwill,1400 South Lane St,Seattle,WA,98144.0,0524049003,3,DOWNTOWN,47.59692,-122.31543,1917,1,2,147545,0,147545,Retail Store,Retail Store,147545.0,,,,,,69.0,46.0,49.70000076,106.9000015,110.8000031,6787070.0,7339108.0,0.0,4133510.0,2653559.0,Compliant,,169.75,1.15,106,1.0,,,Low,Very_old,6787069.0,0.9999998526610158,0.0,0.61,0.39
19697,Nonresidential COS,Other,North Substation,814 NE 75th ST,Seattle,WA,98115.0,0525049003,4,NORTH,47.68339,-122.31947,1923,1,2,21462,0,21462,"Office, Other",Other,25778.0,Office,200.0,,,,,42.90000153,46.5,134.6999969,146.0,1114384.625,1207838.75,0.0,1114384.0,0.0,Compliant,,7.77,0.36,100,1.2010996179293636,0.009318796011555308,,Low,Very_old,1114384.0,0.9999994391523483,0.0,1.0,0.0
19730,NonResidential,Other,Brick Building,6615 Dayton Ave North,Seattle,WA,98013.0,0625049063,6,NORTHWEST,47.67713,-122.35398,1917,1,2,28072,0,28072,Social/Meeting Hall,Social/Meeting Hall,23835.0,,,,,,,57.20000076,66.59999847,76.90000153,87.30000305,1362523.0,1587238.0,0.0,192436.0,1170087.0,Compliant,,63.48,2.26,106,0.8490666856654318,,,Low,Very_old,1362523.0,1.0,0.0,0.14,0.86
19742,NonResidential,Restaurant,El Gaucho Restaurant,2505 1st Ave,Seattle,WA,98121.0,0653000160,7,DOWNTOWN,47.61468,-122.34925,1955,1,2,31020,0,31020,Restaurant,Restaurant,31020.0,,,,,,,160.1999969,168.6999969,250.5,259.3999939,4970047.0,5231756.5,0.0,1221601.0,3748445.0,Compliant,,207.6,6.69,68,1.0,,,Low,Old,4970046.0,0.9999997987946593,0.0,0.25,0.75
19743,NonResidential,Small- and Mid-Sized Office,THE MILLIONAIR CLUB,2507 WESTERN AVE,Seattle,WA,98121.0,0653000205,7,DOWNTOWN,47.61402,-122.35016,1917,1,2,21600,0,21600,"Office, Other - Lodging/Residential",Office,14400.0,Other - Lodging/Residential,7200.0,,,,,75.80000305,75.80000305,199.6999969,199.6999969,1636649.125,1636649.125,0.0,1241985.0,394664.0,Compliant,,29.62,1.37,106,0.6666666666666666,0.3333333333333333,,Low,Very_old,1636649.0,0.999999923624436,0.0,0.76,0.24
19747,NonResidential,Small- and Mid-Sized Office,First and Cedar Building,2701 1st Ave,Seattle,WA,98121.0,0653000385,7,DOWNTOWN,47.6158,-122.35126,1974,1,5,61825,13320,48505,"Bank Branch, Office",Office,37993.0,Bank Branch,3547.0,,,,59.0,104.0999985,112.5,205.6999969,212.8999939,4322873.0,4673727.5,0.0,1915699.0,2407174.0,Compliant,,141.2,2.28,49,0.6145248685806712,0.05737161342498989,,,Modern,4322873.0,1.0,0.0,0.44,0.56
19750,NonResidential,Small- and Mid-Sized Office,Seattle Labor Temple Association,2800 1st Avenue  Room 140,Seattle,WA,98121.0,0654000005,7,DOWNTOWN,47.61683,-122.35176,1942,1,3,64630,0,64630,Office,Office,64630.0,,,,,,96.0,21.79999924,21.79999924,68.40000153,68.40000153,1408291.375,1408291.375,0.0,1408291.0,0.0,Compliant,,9.82,0.15,81,1.0,,,Low,Old,1408291.0,0.9999997337198774,0.0,1.0,0.0
19752,NonResidential,Worship Facility,Belltown,2700 1st Ave,Seattle,WA,98121.0,0654000045,7,DOWNTOWN,47.61636,-122.35094,1948,1,2,20920,0,20920,Worship Facility,Worship Facility,20920.0,,,,,,15.0,49.79999924,57.79999924,80.80000305,89.09999847,1042108.5,1208581.375,0.0,285047.0,757062.0,Compliant,,42.19,2.02,75,1.0,,,Low,Old,1042109.0,1.0000004797964894,0.0,0.27,0.73
19766,NonResidential,Worship Facility,(ID19766) ALKI CONGREGATIONAL CHURCH,3400 62ND AVE SW,Seattle,WA,98116.0,0148000620,1,SOUTHWEST,47.57384,-122.41182,1926,1,2,22128,0,22128,Worship Facility,Worship Facility,22128.0,,,,,,94.0,27.5,32.90000153,43.29999924,49.79999924,608359.6875,727772.8125,0.0,153306.0,455054.0,Compliant,,25.24,1.14,97,1.0,,,Low,Very_old,608360.0,1.0000005136763768,0.0,0.25,0.75
19774,NonResidential,Retail Store,Office Depot,13501 Aurora Ave. N.,Seattle,WA,98133.0,0164000005,5,NORTHWEST,47.72736,-122.34579,1968,1,1,48139,0,48139,Retail Store,Retail Store,40000.0,,,,,,98.0,21.5,24.0,47.0,51.09999847,859236.625,959683.125,0.0,468402.0,390834.0,Compliant,,24.02,0.5,55,0.8309271069195455,,,Low,Old,859236.0,0.9999992726101498,0.0,0.55,0.45
19787,NonResidential,Worship Facility,First Lutheran Church of West Seattle,4105 California Ave SW,Seattle,WA,98116.0,0194001030,1,SOUTHWEST,47.56633,-122.38725,1949,1,2,21364,0,21364,"K-12 School, Worship Facility",Worship Facility,15364.0,K-12 School,6000.0,,,,86.0,45.20000076,52.0,63.29999924,71.40000153,965651.125,1110209.25,0.0,162220.0,803431.0,Compliant,,43.8,2.05,74,0.7191537165324845,0.28084628346751545,,Low,Old,965651.0,0.999999870553664,0.0,0.17,0.83
19833,NonResidential,University,Centennial Building,2000 Terry Avenue,Seattle,WA,98121.0,0660001445,7,DOWNTOWN,47.61741,-122.33491,1992,1,2,28923,0,28923,College/University,College/University,28800.0,,,,,,,15.30000019,17.70000076,28.70000076,31.79999924,439311.9063,508430.5938,0.0,174768.0,264544.0,Compliant,,15.27,0.53,31,0.995747329115237,,,Low,Modern,439312.0,1.0000002132880959,0.0,0.4,0.6
19836,NonResidential,University,Notion,1001 Lenora St.,Seattle,WA,98121.0,0660001470,7,DOWNTOWN,47.61789,-122.33573,1928,1,3,21600,0,21600,College/University,College/University,21600.0,,,,,,,15.0,16.60000038,38.5,41.79999924,323739.4063,359207.1875,0.0,235546.0,88193.0,Compliant,,6.33,0.29,95,1.0,,,Low,Very_old,323739.0,0.9999987449782385,0.0,0.73,0.27
19845,NonResidential,Retail Store,000956-Seattle,4900 25th Ave Ne,Seattle,WA,98105.0,0925049406,4,NORTHEAST,47.6646,-122.29932,1996,1,1,25735,0,25735,Retail Store,Retail Store,25691.0,,,,,2013,82.0,45.5,48.5,125.4000015,128.5,1169394.875,1245673.0,0.0,953695.0,215700.0,Compliant,,18.1,0.7,27,0.9982902661744706,,,Low,Modern,1169395.0,1.0000001068928919,0.0,0.82,0.18
19847,NonResidential,Retail Store,EAST BLDG N,2660 NE University Village Street,Seattle,WA,98105.0,0925049426,4,NORTHEAST,47.66246,-122.29898,1956,1,2,25862,0,25862,"Other, Retail Store",Retail Store,25562.0,Other,300.0,,,,20.0,185.6999969,184.3000031,371.6000061,367.2000122,4801472.0,4765879.0,0.0,2185523.0,2615949.0,Compliant,,154.17,5.96,67,0.9883999690665842,0.011600030933415823,,Low,Old,4801472.0,1.0,0.0,0.46,0.54
19848,NonResidential,Retail Store,EAST BLDG S,2690 NE University Village Street,Seattle,WA,98105.0,0925049426,4,NORTHEAST,47.66246,-122.29898,2003,1,2,49965,0,49965,"Other, Retail Store",Retail Store,47465.0,Other,2500.0,,,,82.0,67.59999847,68.5,206.8000031,207.8000031,3377209.75,3424428.0,0.0,3247196.0,130013.0,Compliant,,29.54,0.59,20,0.949964975482838,0.05003502451716201,,Low,Brand_new,3377209.0,0.9999997779231805,0.0,0.96,0.04
19853,NonResidential,Small- and Mid-Sized Office,Hartford Building,600 2nd Ave,Seattle,WA,98104.0,0939000115,7,DOWNTOWN,47.6026,-122.33232,1929,1,2,20028,0,20028,Office,Office,20028.0,,,,,,95.0,25.60000038,27.5,65.59999847,67.90000153,511797.4063,550668.125,151742.5,360055.0,0.0,Compliant,,14.22,0.71,94,1.0,,,Low,Very_old,511797.5,1.0000001830802556,0.3,0.7,0.0
19855,NonResidential,Small- and Mid-Sized Office,Lowman & Hanford Building,616 First Avenue,Seattle,WA,98104.0,0939000125,7,DOWNTOWN,47.60247,-122.33372,1900,1,7,23622,0,23622,"Office, Restaurant",Office,26195.0,Restaurant,2285.0,,,,100.0,19.39999962,20.20000076,51.20000076,52.0,552007.5,575362.5,0.0,419848.0,132159.0,Compliant,,9.95,0.42,123,1.1089238845144358,0.09673186013038693,,Medium,Very_old,552007.0,0.9999990942152054,0.0,0.76,0.24
19856,NonResidential,Small- and Mid-Sized Office,Howard Building,614 First Avenue,Seattle,WA,98104.0,0939000140,7,DOWNTOWN,47.60237,-122.33365,1902,1,3,23563,0,23563,"Office, Restaurant",Office,20183.0,Restaurant,3380.0,,,,67.0,37.5,37.5,117.6999969,117.6999969,883197.6875,883197.6875,0.0,883198.0,0.0,Compliant,,6.16,0.26,121,0.8565547680685821,0.1434452319314179,,Low,Very_old,883198.0,1.0000003538279192,0.0,1.0,0.0
19857,NonResidential,Mixed Use Property,Good Arts Building,110 Cherry Street,Seattle,WA,98104.0,0939000235,7,DOWNTOWN,47.60284,-122.33407,1903,1,3,28600,0,28600,"Office, Restaurant, Retail Store",Office,12000.0,Retail Store,11000.0,Restaurant,3000.0,,,40.90000153,44.90000153,99.0,103.1999969,1062722.625,1167559.75,0.0,697769.0,364954.0,Compliant,,24.25,0.85,120,0.4195804195804196,0.38461538461538464,0.1048951048951049,Low,Very_old,1062723.0,1.0000003528672403,0.0,0.66,0.34
19858,NonResidential,Mixed Use Property,Marion 823,823 3rd Avenue,Seattle,WA,98104.0,0939000300,7,DOWNTOWN,47.60427,-122.33385,1978,1,2,38539,12379,26160,"Office, Parking, Retail Store",Retail Store,15549.0,Parking,12379.0,Office,10611.0,,55.0,83.59999847,86.0,262.3999939,270.0,2186018.5,2249630.25,0.0,2186018.0,0.0,Compliant,,15.24,0.4,45,0.4034614286826332,0.3212070889229093,0.27533148239445754,Low,Modern,2186018.0,0.9999997712736649,0.0,1.0,0.0
19860,NonResidential,Small- and Mid-Sized Office,Marion 814,814 2nd Avenue,Seattle,WA,98104.0,0939000300,7,DOWNTOWN,47.60427,-122.33385,1906,1,5,26840,0,26840,Office,Office,29040.0,,,,,,24.0,68.5,68.80000305,215.1000061,216.0,1989287.0,1997288.75,0.0,1989287.0,0.0,Compliant,,13.87,0.52,117,1.0819672131147542,,,,Very_old,1989287.0,1.0,0.0,1.0,0.0
19861,NonResidential,Retail Store,Marion 804,804 2nd Avenue,Seattle,WA,98104.0,0939000300,7,DOWNTOWN,47.60427,-122.33385,1906,1,2,46800,0,46800,"Office, Retail Store",Retail Store,36019.0,Office,10781.0,,,,86.0,26.60000038,26.60000038,83.5,83.5,1245187.5,1245187.5,0.0,1245187.0,0.0,Compliant,,8.68,0.19,117,0.7696367521367521,0.23036324786324786,,Low,Very_old,1245187.0,0.9999995984540481,0.0,1.0,0.0
19862,NonResidential,Small- and Mid-Sized Office,Marion 801,801 Third Ave.,Seattle,WA,98104.0,0939000310,7,DOWNTOWN,47.60431,-122.33335,1979,1,3,63990,26640,37350,"Office, Parking",Office,39000.0,Parking,26640.0,,,,51.0,53.0,53.0,166.1999969,166.1999969,2067352.5,2067352.5,0.0,2062620.0,4732.0,Compliant,,14.63,0.23,44,0.6094702297233943,0.41631504922644164,,Low,Modern,2067352.0,0.9999997581447769,0.0,1.0,0.0
19864,NonResidential,Small- and Mid-Sized Office,S2315 - Belltown Worklofts,2315 Western Avenue,Seattle,WA,98121.0,0654000330,7,DOWNTOWN,47.61285,-122.34817,1908,1,3,28800,0,28800,"Non-Refrigerated Warehouse, Office, Other",Office,21600.0,Other,7200.0,Non-Refrigerated Warehouse,6200.0,,50.0,38.40000153,40.70000076,95.5,97.90000153,1345025.75,1423579.25,0.0,923904.0,421122.0,Compliant,,28.81,1.0,115,0.75,0.25,0.2152777777777778,Low,Very_old,1345026.0,1.0000001858700476,0.0,0.69,0.31
19871,NonResidential,Small- and Mid-Sized Office,2717 3rd Avenue Building,2717 3rd Ave,Seattle,WA,98121.0,0656000045,7,DOWNTOWN,47.6172,-122.34979,1954,1,3,33552,4968,28584,"Office, Parking",Office,26556.0,Parking,4968.0,,,,75.0,63.90000153,68.40000153,117.8000031,122.5,1696978.75,1817034.125,0.0,643674.0,1053305.0,Compliant,,60.43,1.8,69,0.7914878397711016,0.148068669527897,,Low,Old,1696979.0,1.0000001473206426,0.0,0.38,0.62
19873,NonResidential,Retail Store,Store #5218_2603 Third Avenue,2603 Third Avenue,Seattle,WA,98121.0,0656000130,7,DOWNTOWN,47.61652,-122.34854,1931,1,2,26270,0,26270,Retail Store,Retail Store,26270.0,,,,,,32.0,59.40000153,63.5,147.0,151.3000031,1560461.75,1667641.25,0.0,1064100.0,496361.0,Compliant,,33.78,1.29,92,1.0,,,Low,Very_old,1560461.0,0.9999995193730318,0.0,0.68,0.32
19874,NonResidential,Small- and Mid-Sized Office,Trianon Building,2505 3RD AVE,Seattle,WA,98121.0,0656000160,7,DOWNTOWN,47.61595,-122.34756,1926,1,3,57620,7820,49800,"Office, Parking",Office,49800.0,Parking,7820.0,,,,50.0,47.90000153,47.90000153,150.3999939,150.3999939,2385395.0,2385395.0,0.0,2385395.0,0.0,Compliant,,16.63,0.29,97,0.8642832349878514,0.13571676501214855,,Low,Very_old,2385395.0,1.0,0.0,1.0,0.0
19876,NonResidential,Mixed Use Property,U.S. BANK,2401 3RD AVE,Seattle,WA,98121.0,0656000215,7,DOWNTOWN,47.61543,-122.34651,1954,1,2,28696,6080,22616,"Bank Branch, Other, Parking",Other,12960.0,Bank Branch,7760.0,Parking,6080.0,,,20.20000076,21.79999924,63.40000153,68.30000305,418348.5,450780.1875,0.0,418348.0,0.0,Compliant,,2.92,0.1,69,0.4516308893225537,0.27042096459436854,0.21187621968218567,Low,Old,418348.0,0.9999988048242076,0.0,1.0,0.0
19878,NonResidential,Hotel,BELLTOWN INN (ID#19878),2301 3rd ave,Seattle,WA,98121.0,0656000290,7,DOWNTOWN,47.61471,-122.34525,1990,1,5,57800,0,57800,Hotel,Hotel,57800.0,,,,,,87.0,42.29999924,42.70000076,94.09999847,94.5,2443065.25,2466522.25,0.0,1375435.0,1067630.0,Compliant,,66.29,1.15,33,1.0,,,,Modern,2443065.0,0.9999998976695362,0.0,0.56,0.44
19894,NonResidential,Other,WA3-124 (Fifth and Olive Retail),500 Olive Way,Seattle,WA,98101.0,0659000380,7,DOWNTOWN,47.61319,-122.33695,1955,1,2,31890,0,31890,Financial Office,Financial Office,31160.0,,,,,,2.0,59.59999847,57.40000153,187.3000031,180.3000031,1858224.625,1788951.625,0.0,1858224.0,0.0,Compliant,,12.95,0.41,68,0.9771088115396676,,,Low,Old,1858224.0,0.9999996636574547,0.0,1.0,0.0
19895,NonResidential,Small- and Mid-Sized Office,CENTENNIAL BUILDING,414 Stewart Street,Seattle,WA,98101.0,0659000400,7,DOWNTOWN,47.61267,-122.33852,1925,1,2,44098,13660,30438,"Office, Parking",Office,25920.0,Parking,13155.0,,,,53.0,55.59999847,58.79999924,141.0,143.8000031,1441900.5,1523175.125,450522.3125,991378.0,0.0,Compliant,,41.69,0.95,98,0.5877817588099233,0.2983128486552678,,Low,Very_old,1441900.3125,0.999999869963288,0.31,0.69,0.0
19896,NonResidential,Restaurant,G4 Capital Sea Holdings LLC,1933 5th Avenue,Seattle,WA,98101.0,0659000430,7,DOWNTOWN,47.61332,-122.33904,1923,1,3,22381,0,22381,Restaurant,Restaurant,22381.0,,,,,,,157.8999939,162.0,288.8999939,292.1000061,3532966.5,3625967.75,0.0,1319044.0,2213922.0,Compliant,,126.78,5.66,100,1.0,,,Low,Very_old,3532966.0,0.9999998584758729,0.0,0.37,0.63
19902,NonResidential,Retail Store,Semkkann LLC,3035 1st Ave,Seattle,WA,98121.0,0695000125,7,DOWNTOWN,47.61812,-122.35509,1925,1,1,24825,1263,23562,"Non-Refrigerated Warehouse, Retail Store",Retail Store,13940.0,Non-Refrigerated Warehouse,10439.0,,,,,18.0,19.89999962,41.59999847,43.59999847,439521.0938,485607.1875,0.0,264519.0,175002.0,Compliant,,11.14,0.45,98,0.5615307150050353,0.42050352467270896,,Low,Very_old,439521.0,0.999999786585897,0.0,0.6,0.4
19910,NonResidential,Medical Office,King Co Public Health,2124 4th Ave,Seattle,WA,98121.0,0696000025,7,DOWNTOWN,47.6146,-122.34217,1952,1,4,26670,0,26670,Medical Office,Medical Office,26670.0,,,,,,51.0,58.20000076,61.5,182.8999939,193.1999969,1553208.375,1640803.5,0.0,1553175.0,33.0,Compliant,,10.83,0.41,71,1.0,,,Low,Old,1553208.0,0.9999997585642686,0.0,1.0,0.0
19917,Nonresidential COS,Other,Fire Station 02,2334 4th Ave,Seattle,WA,98121.0,0696000160,7,DOWNTOWN,47.61607,-122.34449,1922,1,2,37740,0,37740,Fire Station,Fire Station,38939.0,,,,,,,79.5,86.19999695,174.6999969,181.6999969,3095882.0,3356598.0,0.0,1699362.0,1396520.0,Compliant,,86.02,2.28,101,1.031770005299417,,,Low,Very_old,3095882.0,1.0,0.0,0.55,0.45
19926,NonResidential,Small- and Mid-Sized Office,7th & Bell Building,2300 7th Avenue,Seattle,WA,98121.0,0697000400,7,DOWNTOWN,47.61768,-122.34139,1965,1,1,23752,0,23752,"Office, Parking, Retail Store",Office,14317.0,Retail Store,9435.0,Parking,0.0,,,44.90000153,50.5,97.40000153,102.4000015,1067153.75,1199844.875,0.0,571058.0,496096.0,Compliant,,30.33,1.28,58,0.6027702930279556,0.39722970697204446,0.0,Low,Old,1067154.0,1.0000002342680236,0.0,0.54,0.46
19927,NonResidential,Hotel,The Loyal Inn,2301 Eighth Avenue,Seattle,WA,98121.0,0697000435,7,DOWNTOWN,47.61822,-122.34132,1967,1,4,44416,0,44416,Hotel,Hotel,52668.0,,,,,,61.0,50.70000076,52.0,112.5999985,114.8000031,2669564.25,2736926.5,0.0,1495543.0,1174021.0,Compliant,,72.78,1.64,56,1.1857889048991355,,,Low,Old,2669564.0,0.9999999063517576,0.0,0.56,0.44
19928,NonResidential,Mixed Use Property,Olympic Sculpture Park,2901Western Avenue,Seattle,WA,98121.0,0698000095,7,DOWNTOWN,47.61634,-122.35385,2006,1,2,33792,22867,10925,"Other - Entertainment/Public Assembly, Parking, Social/Meeting Hall, Swimming Pool",Social/Meeting Hall,8969.0,Parking,8540.0,Other - Entertainment/Public Assembly,1600.0,,,241.1000061,248.1000061,701.9000244,709.2999878,2547848.0,2622096.5,0.0,2269684.0,278164.0,Compliant,,30.6,0.91,17,0.2654178503787879,0.2527225378787879,0.04734848484848485,Low,Brand_new,2547848.0,1.0,0.0,0.89,0.11
